Категория;Товар;Цена;"ID валюты";Адрес;Видим;Рекомендуемый;Бренд;Вариант;"Старая цена";Артикул;Склад;"Заголовок страницы";"Ключевые слова";"Описание страницы";Аннотация;Описание;Изображения;Возраст;Материал;Камера;Габарит
Большая;"Детская кроватка Красная Звезда Елизавета С-550";24776.05;2;detskaya-krovatka-krasnaya-zvezda-elizaveta-s-550;1;0;;;12000.00;1416746442;10;"Детская кроватка Красная Звезда Елизавета С-550";;;"<p>Детская кроватка с ложем увеличенного размера 140х70см, превращается в красивый уютный диванчик.</p>";"<p>Детская кроватка с ложем увеличенного размера 140х70см, превращается в красивый уютный диванчик. Вместительный ящик для детских принадлежностей. Две съёмные планки. Силиконовая накладка на боковине. 4 съемных колеса со стопорами. Материал - массив березы. Отсутствуют острые углы. Древесина обработана экологически чистым лаком. Размер кровати: 156х77х113 см.</p>";26-58.jpg;;;;
Большая;"Манеж-кровать Capella C1";50253.45;2;manezh-krovat-capella-c1;1;0;;;24999.00;1848786829;10;"Манеж-кровать Capella C1";;;"<p>Двухуровневый просторный манеж-кровать с пеленальным столиком. Вибромузыкальный блок успокоит ребенка и поможет ему заснуть. Быстрый и безопасный механизм складывания-раскладывания манежа. Колесные фиксаторы позволяют свободно передвигать манеж-кровать.</p>";"<p>Двухуровневый просторный манеж-кровать с пеленальным столиком. Вибромузыкальный блок успокоит ребенка и поможет ему заснуть. Быстрый и безопасный механизм складывания-раскладывания манежа. Колесные фиксаторы позволяют свободно передвигать манеж-кровать. Кольца-держатели, с помощью которых ребенок сможет подтянуться и встать на ножки. Боковой лаз на молнии. Центральная ножка манежа обеспечивает дополнительную устойчивость.</p>";"29-67.jpg, 29-68.jpg, 29-69.jpg";;;;
Большая;"Погружной блендер Philips HR1377";45781.45;2;pogruzhnoj-blender-philips-hr1377;1;0;;;22999.00;1080163006;10;"Погружной блендер Philips HR1377";;;"<p>Основные характеристики</p><p>Тип погружной</p><p>Мощность 700 Вт</p>";"<p>Основные характеристики:</p><p>Тип погружной</p><p>Мощность 700 Вт</p><p>Управление механическое, число скоростей: 5, плавная регулировка скорости</p><p>Особенности:</p><p>Материал корпуса металл</p><p>Материал погружной части металл</p><p>Отверстие для ингредиентов есть</p><p>Сетевой шнур длина 1.30 м</p><p>Функциональные возможности:</p><p>Дополнительные режимы турборежим</p><p>Измельчитель есть, объем 1.5 л</p><p>Мерный стакан есть, объем 1 л</p><p>Венчик для взбивания есть</p><p>Дополнительная информация диск для нарезки тонкими/средними ломтиками; диск для шинковки/нарезки</p>";"2-3.jpg, 2-4.jpg";;;;
Большая;"Микроволновая печь BORK W531";31351.45;2;mikrovolnovaya-pech-bork-w531;1;0;;;15499.00;1308944572;10;"Микроволновая печь BORK W531";;;"<p>Микроволновая печь с теновым грилем и конвекцией объемом 32 литра.</p><p>Электронное управление.</p>";"<p>Микроволновая печь с теновым грилем и конвекцией объемом 32 литра.</p><p>Электронное управление. 4 комбинированных режима.</p><p>Автоматическое приготовление и разогрев.</p><p>Программы разморозки по весу и времени.</p><p>Возможность приготовления на вертеле.</p><p>Режим последовательного приготовления.</p><p>Функция быстрого и отложенного старта.</p><p>Режим экспресс приготовления для работы при максимальной мощности за 30 секунд.</p><p>Блокировка от детей.</p><p>Внутреннее покрытие из нержавеющей стали.</p><p>Диаметр поворотного стола: 31.50 см.</p><p>LCD-дисплей.</p><p>Часы.</p>";"4-6.jpg, 4-7.jpg, 4-8.jpg, 4-9.jpg, 4-10.jpg";;;;
Большая;"Вытяжка Elica ONICE IX + NOCE F90";25231.05;2;vytyazhka-elica-onice-ix--noce-f90;1;0;;;12999.00;1894266310;10;"Вытяжка Elica ONICE IX + NOCE F90";;;"<p>Настенная вытяжка шириной 90 см. Потребляемая мощность 200 Вт. Освещение – галогенные лампы, 2 х 20 Вт. Управление: механические кнопки. Угольный фильтр. Отделка: Stainless steel + Cherry, Stainless steel + wood.</p>";"<p>Настенная вытяжка шириной 90 см. Потребляемая мощность 200 Вт. Освещение – галогенные лампы, 2 х 20 Вт. Управление: механические кнопки. Угольный фильтр. Отделка: Stainless steel + Cherry, Stainless steel + wood.</p>";"20-38.jpg, 20-39.jpg";;;;
Большая;"Холодильник ARDO GO 2210 BH HOMEPUB";24310.00;2;holodilnik-ardo-go-2210-bh-homepub;1;0;;;12050.00;795458685;10;"Холодильник ARDO GO 2210 BH HOMEPUB";;;"<p>Общий объем 316л.</p><p>Полезный объем холодильной камеры 218л</p><p>Полезный объем морозильной камеры 83л</p>";"<p>Общий объем 316л.</p><p>Полезный объем холодильной камеры 218л</p><p>Полезный объем морозильной камеры 83л</p><p>Дозатор для пива:</p><p>Дверцы помимо обычных полок содержат специальные ниши, в которых находится система подачи пива.</p><p>Причем это не уменьшает полезное пространство для хранения продуктов!</p><p>Потребление электроэнергии (кВт/24ч) 0,70</p><p>Электронный модуль управления</p><p>1 компрессор</p><p>Автоматическое размораживание холодильного отделения</p><p>Ручное размораживание морозильного отделения</p><p>Антибактериальное покрытие</p><p>Поддержание температуры в случае отключения (ч) 18ч.</p><p>Кнопка быстрого замораживания</p><p>Индикатор критической температуры</p><p>Полки из сверхпрочного закаленного стекла</p><p>Полка для бутылок</p><p>Класс A+</p><p>Inox - нержавеющая сталь</p><p>Размеры в см:В185,5хШ60хГ67,2</p><p>Как обеспечить себя баллонами для Home Pub?</p><p>1. Вы покупаете Home Pub с заправленным баллоном. Home Pub, баллон и газ – продаются, как отдельные позиции. Кроме того, в любой момент Вы можете приобрести дополнительно заправленные баллоны.</p><p>2. Когда баллон (а это приблизительно 30 бочонков по 5л) у Вас опустошится, обратитесь в магазин, который торгует продукцией ARDO по предварительному заказу;</p><p>3. Вы сдаете пустой баллон, получаете полный и оплачиваете только заправку. Фирма-производитель оставляет за собой право на внесение изменений в конструкцию и комплектацию приборов.</p>";9-20.jpg;;;;
Большая;"Проводная стерео гарнитура Sony Ericsson HPM-20";32.50;2;provodnaya-stereo-garnitura-sony-ericsson-hpm-20;1;0;;;;1628263280;10;"Проводная стерео гарнитура Sony Ericsson HPM-20";;;"<p>С оригинальными стерео наушниками и микрофоном достигается максимальная свобода движения во время разговора и прослушивания музыки.</p>";"<p>С оригинальными стерео наушниками и микрофоном достигается максимальная свобода движения во время разговора и прослушивания музыки.</p>";76-136.jpg;;;;
Большая;"Электрический фрезер Bosch GOF 900 CE";1191.45;2;elektricheskij-frezer-bosch-gof-900-ce;1;0;;;;1103189345;10;"Электрический фрезер Bosch GOF 900 CE";;;"<p>Электрический фрезер мощностью 900 Вт.</p>";"<p>Электрический фрезер мощностью 900 Вт. Константная электроника для обеспечения постоянной производительности. Точная регулировка глубины захода с точностью до 1/10 мм с функцией погружения. Регулировка числа оборотов. Система SDS.</p>";69-123.jpg;;;;
Большая;"Станок для резки плитки (плиткорез) Диолд СП-1,2-250";1495.00;2;stanok-dlya-rezki-plitki-plitkorez-diold-sp-12-250;1;0;;;;735422495;10;"Станок для резки плитки (плиткорез) Диолд СП-1,2-250";;;"<p>Станок для резки плитки СП-1,2-250 предназначен для прямой и наклонной резки плиток, сделанных из керамического и подобного материла и относится к изделиям бытового назначения.</p>";"<p>Станок для резки плитки СП-1,2-250 предназначен для прямой и наклонной резки плиток, сделанных из керамического и подобного материла и относится к изделиям бытового назначения. В качестве рабочего инструмента используется алмазный отрезной диск с наружным диаметром 250 мм, посадочным диаметром 25,4 мм и шириной 2,4 мм. Станок предназначен для эксплуатации в районах умеренного климата, исполнения У, при температуре окружающего воздуха от плюс 35°С до минус 15°С. Режим работы станка повторно-кратковременный - 15/5мин. (15 мин. - работа, 5 мин. - пауза) Мощность - 1200 Вт.</p>";68-122.jpg;;;;
Большая;"Аккумуляторный степлер Bosch PTK 3,6 V";238.55;2;akkumulyatornyj-stepler-bosch-ptk-36-v;1;0;;;;1343919830;10;"Аккумуляторный степлер Bosch PTK 3,6 V";;;"<p>Забивание гвоздей и скоб длиной до 14 мм с мощным аккумулятором 3,6 В.</p>";"<p>Забивание гвоздей и скоб длиной до 14 мм с мощным аккумулятором 3,6 В. PowerLight - при помощи встроенного светодиода рабочая поверхность заготовки будет всегда освещённой. Безопасное остриё - выполнение удара только в рабочем положении. Фронтальное расположение острия степлера для крепления близко к кромке, механическая установка силы удара с помощью регулировочного колёсика в зависимости от обрабатываемого материала. Эргономичная рукоятка с мягкой накладкой для неутомительной работы. Указатель количества скоб.</p>";"67-118.jpg, 67-119.jpg, 67-120.jpg, 67-121.jpg";;;;
Большая;"Стол складной и 4 стула Tramp TRF-005";346.45;2;stol-skladnoj-i-4-stula-tramp-trf-005;1;0;;;;1561395574;10;"Стол складной и 4 стула Tramp TRF-005";;;"<p>Набор складной мебели для комфортного застолья на природе: стол увеличенного размера и четыре табурета с сиденьями из из полиэстера. Комплект собирается в компактный чемоданчик.</p><p>Размер стола: Дл124 х Шр62 х Вс70 см</p>";"<p>Набор складной мебели для комфортного застолья на природе: стол увеличенного размера и четыре табурета с сиденьями из из полиэстера. Комплект собирается в компактный чемоданчик.</p><p>Размер стола: Дл124 х Шр62 х Вс70 см</p><p>Материал стола: алюминий</p><p>Материал столешницы: МДФ</p><p>Толщина трубки: 1 мм, диаметр: 25 мм</p><p>Стул: алюминий, полиэстер</p><p>Размеры стула: 36 х 28 х 38,5 см</p><p>Цвет стула: черный</p><p>Допустимая нагрузка на стол: 30 кг</p><p>Допустимая нагрузка на табуретку: 150 кг</p><p>Вес набора мебели: 7 кг</p><p>Оптимальный размер столешницы и дополнительные крепления с обратной стороны увеличивают прочность стола. Комплект собирается в чемоданчик. Имеет дополнительный чехол для транспортировки, что позволит избежать появления лишних царапин и дольше сохранит приглядный вид мебели.</p>";46-97.jpg;;;;
Большая;"Рюкзак-кенгуру GLOBEX КЕНГА";43.55;2;ryukzak-kenguru-globex-kenga;1;0;;;;1327312986;10;"Рюкзак-кенгуру GLOBEX КЕНГА";;;"<p>Предназначен для детей от 2-х до 8 месяцев (до 7,7 кг). Рюкзачок имеет два положения для переноски младенца: лицом к маме и лицом вперед.</p>";"<p>Предназначен для детей от 2-х до 8 месяцев (до 7,7 кг). Рюкзачок имеет два положения для переноски младенца: лицом к маме и лицом вперед. Жесткое основание подголовника поддержит и защитит головку ребенка. Благодаря специальным застежкам рюкзачок растет вместе с ребенком. Широкие ремни с прокладкой. Упаковка - прочная яркая коробка с ручкой.</p>";39-87.jpg;;;;
Большая;"Комплект детского постельного белья в кроватку Грибок-теремок арт.758";411.45;2;komplekt-detskogo-postelnogo-belya-v-krovatku-gribok-teremok-art758;1;0;;;;1851023253;10;"Комплект детского постельного белья в кроватку Грибок-теремок арт.758";;;"<p>Комплект в кроватку Грибок-теремок арт.758</p><p>-Бортик (по всему периметру кроватки, высота 50см)</p><p>-Балдахин (нежная вуаль, 170x300см)</p><p>-Наволочка</p><p>-Пододеяльник</p><p>-Простыня</p><p>-Одеяло (110x140см)</p><p>-Подушка (40x60см)</p>";"<p>Комплект в кроватку Грибок-теремок арт.758</p><p>-Бортик (по всему периметру кроватки, высота 50см)</p><p>-Балдахин (нежная вуаль, 170x300см)</p><p>-Наволочка</p><p>-Пододеяльник</p><p>-Простыня</p><p>-Одеяло (110x140см)</p><p>-Подушка (40x60см)</p><p>Ткань:</p><p>Высококачественный поплин, 100% хлопок безупречной выделки</p><p>Наполнитель:</p><p>Бортик: Поролон + Синтепон</p><p>Одеяло и подушка: Шерсть</p><p>Декор:</p><p>Вышивка на бортике и пододеяльнике</p><p>в комплект входит стойка к балдахину</p><p>отделка ручной работы шитьём, мягкими бантами и вышитой аппликацией</p><p>деликатные швы, рассчитанные на прикосновение к нежной коже ребёнка бельё полностью безопасно и гипоаллергенно</p><p>Страна происхождения - Россия</p>";33-78.jpg;;;;
Большая;"Посудомоечная машина Siemens SN 26 T 552 EU";3228.55;2;posudomoechnaya-mashina-siemens-sn-26-t-552-eu;1;0;;;;197462108;10;"Посудомоечная машина Siemens SN 26 T 552 EU";;;"<p>Посудомоечная машина с электронным управлением на 13 комплектов посуды. 6 программ. Cенсорные клавиши панели управления. Акустический сигнал окончания хода программы. Tаймер запуска с установкой от 1 до 24 ч.</p>";"<p>Посудомоечная машина с электронным управлением на 13 комплектов посуды. 6 программ. Cенсорные клавиши панели управления. Акустический сигнал окончания хода программы. Tаймер запуска с установкой от 1 до 24 ч. Электронные индикаторы наличия соли и ополаскивателя. Переставляемый по высоте верхний короб. Датчик загрузки. Автоматическая функция «3 в 1». Электроника регенерирования. Tехнология попеременной подачи воды. Cистема защиты стеклянной посуды. Tеплообменник. Mеханическая блокировка от детей. Защита от протечек. Проточный водонагреватель, совмещенный с помпой. Цвет: серебристый.</p>";13-26.jpg;;;;
Большая;"Аэрогриль VES 797";216.45;2;aerogril-ves-797;1;0;;;;1751144771;10;"Аэрогриль VES 797";;;"<p>Аэрогриль ves 797 – компактный и функциональный прибор с регулируемым термостатом. Объем чаши аэрогриля механического ves 797 составляет 12 литров, при использовании расширительного кольца он увеличивается до 17 литров. Аэрогриль оборудован устройством защиты от включения и автоматически отключается при поднятии ручки на 90 градусов.</p>";"<p>Аэрогриль ves 797 – компактный и функциональный прибор с регулируемым термостатом. Объем чаши аэрогриля механического ves 797 составляет 12 литров, при использовании расширительного кольца он увеличивается до 17 литров. Аэрогриль оборудован устройством защиты от включения и автоматически отключается при поднятии ручки на 90 градусов.</p><p>Содержит галогенный нагревательный элемент, сокращающий срок приготовления пищи в несколько раз. Аэрогриль ves 797 имеет корпус, изготовленный из термостойкого стекла. База аэрогриля – с металлическим основанием. Таймер аэрогриля рассчитан на 60 минут.</p><p>Мощность аэрогриля ves 797 составляет 1350 Вт. В нем предусмотрена функция автоматической чистки и мойки. Гарантийный срок службы аэрогриля ves 797 – 1 год.</p><p>Набор аксессуаров аэрогриля: расширительное кольцо, двойная решетка, подставка под крышку, пароварка.</p>";1-2.jpg;;;;
Большая;"Газовая плита Ardo D662 RNS";1820.00;2;gazovaya-plita-ardo-d662-rns;1;0;;;;1315964705;10;"Газовая плита Ardo D662 RNS";;;"<p>Тип плиты газовая</p><p>Тип духовки газовая</p><p>Цвет чёрный</p>";"<p>Тип плиты газовая</p><p>Тип духовки газовая</p><p>Цвет чёрный</p><p>Высота, cм 85</p><p>Ширина, см 60</p><p>Глубина, cм 60</p><p>Количество конфорок (газ+электро) 4+0</p><p>Газ-контроль конфорок есть</p><p>Газ-контроль духовки и гриля есть</p><p>Тип решеток чугун</p><p>Гриль газовый</p><p>Вертел есть</p><p>Электроподжиг автоматический</p><p>Подсветка есть</p><p>Термостат есть</p><p>Двойное стекло дверей духовки есть</p><p>Объем духовки, л 56</p>";"19-40.jpg, 19-41.jpg";;;;
Большая;"Bluetooth гарнитура Plantronics Voyager 835";162.50;2;bluetooth-garnitura-plantronics-voyager-835;1;0;;;;1114508056;10;"Bluetooth гарнитура Plantronics Voyager 835";;;"<p>Гарнитура сочетает в себе сразу три технологии шумоподавления, которые в совокупности обеспечивают идеальную ясность и естественное звучание голоса в обоих направлениях.</p>";"<p>Гарнитура сочетает в себе сразу три технологии шумоподавления, которые в совокупности обеспечивают идеальную ясность и естественное звучание голоса в обоих направлениях. Технология Multipoint позволяет использовать данную гарнитуру для работы сразу с двумя Bluetooth устройствами. Работает до 5 часов в режиме разговора и до 7 дней в режиме ожидания. В комплекте с гарнитурой поставляется зарядное устройство от сети, а также уникальное автомобильное зарядное устройство.</p>";75-135.jpg;;;;
Большая;"Радиостанция Motorola TLKR-T4";86.45;2;radiostantsiya-motorola-tlkr-t4;1;0;;;;141237537;10;"Радиостанция Motorola TLKR-T4";;;"<p>Простая, компактная и легкая рация дальность до 6 км (в зависимости от рельефа местности и условий).</p>";"<p>Простая, компактная и легкая рация дальность до 6 км (в зависимости от рельефа местности и условий). Бесплатные звонки. 8 каналов. Сканирование/мониторинг. ЖК-дисплей. Клипса на ремень и петля для ношения. Блокировка клавиатуры. Индикатор заряда батареи. Мощность передатчика 0.5 Вт. 1 мелодия вызова. Звуки клавиатуры.</p>";79-141.jpg;;;;
Большая;"Цифровая системная консоль PANASONIC KX-T7440";209.95;2;tsifrovaya-sistemnaya-konsol-panasonic-kx-t7440;1;0;;;;1597292934;10;"Цифровая системная консоль PANASONIC KX-T7440";;;"<p>Консоль для цифровых системных телефонов Panasonic включает 66 программируемых кнопок прямого выбора абонента, 66 кнопок поля индикаторов занятости линии.</p>";"<p>Консоль для цифровых системных телефонов Panasonic включает 66 программируемых кнопок прямого выбора абонента, 66 кнопок поля индикаторов занятости линии.</p>";85-150.jpg;;;;
Большая;"Цифровой системный телефон LG-Nortel LDP-7016D";378.95;2;tsifrovoj-sistemnyj-telefon-lg-nortel-ldp-7016d;1;0;;;;1567793084;10;"Цифровой системный телефон LG-Nortel LDP-7016D";;;"<p>Системный телефон с 16 программируемыми клавишами со световой индикацией. Трехстрочный информационный дисплей. 3 контекстные клавиши. Клавиши быстрой навигации. Спикерфон (громкая связь). Поддержка дочерних модулей. Световой индикатор вызова./p></p>";"<p>Системный телефон с 16 программируемыми клавишами со световой индикацией. Трехстрочный информационный дисплей. 3 контекстные клавиши. Клавиши быстрой навигации. Спикерфон (громкая связь). Поддержка дочерних модулей. Световой индикатор вызова./p></p>";"84-148.jpg, 84-149.jpg";;;;
Большая;"Мобильный телефон LG KG810";563.55;2;mobilnyj-telefon-lg-kg810;1;0;;;;172494359;10;"Мобильный телефон LG KG810";;;"<p>Качественный материал корпуса, выбор черного цвета, сдержанность, знающая себе цену.</p>";"<p>Качественный материал корпуса, выбор черного цвета, сдержанность, знающая себе цену. Этот имиджевый аксессуар обладает достаточной мультимедийной мощью. Сенсорные клавиши. TFT дисплей, отображающий 262000 цветов. 64-х голосная полифония. Встроенная 1.3 мегапиксельная камера. Прием и отправка SMS, EMS, MMS, E-mail. МР3/AAC/MP4 плеер. FM-радио. Bluetooth.</p>";"73-130.jpg, 73-131.jpg, 73-132.jpg, 73-133.jpg";;;;
Большая;"Проводной телефон TeXet TX-223 Кабинет";281.45;2;provodnoj-telefon-texet-tx-223-kabinet;1;0;;;;23240338;10;"Проводной телефон TeXet TX-223 Кабинет";;;"<p>Исполнение корпуса из натурального дерева. Регулировка уровня громкости вызывного акустического сигнала.</p>";"<p>Исполнение корпуса из натурального дерева. Регулировка уровня громкости вызывного акустического сигнала.</p>";86-151.jpg;;;;
Большая;"Радиотелефон DECT Siemens Gigaset S675";440.05;2;radiotelefon-dect-siemens-gigaset-s675;1;0;;;;1041644229;10;"Радиотелефон DECT Siemens Gigaset S675";;;"<p>Телефон с цветным дисплеем и 15 полифоническими мелодиями.</p>";"<p>Телефон с цветным дисплеем и 15 полифоническими мелодиями. Конференц-связь, автодозвон, автоответчик на 40 минут с дистанционным управлением с другого телефона, блокировка клавиатуры, идентификатор на 30 номеров, ответ поднятием трубки с базы, разъём для гарнитуры, уведомление о пропущенных вызовах с помощью SMS, экономичный режим, SMS. Стандарты DECT/GAP. Радиус действия в помещении до 50 метров, на открытой местности до 300. Возможно подключение до 6 трубок к одной базе и 4 баз к одной трубке.</p>";81-144.jpg;;;;
Большая;"Автомобильная громкая связь NEON BTHF009Dsp";65.00;2;avtomobilnaya-gromkaya-svyaz-neon-bthf009dsp;1;0;;;;1654778539;10;"Автомобильная громкая связь NEON BTHF009Dsp";;;"<p>Комплект беспроводной громкой связи NEON поддерживает функции Определитель номера, Голосовой набор, Повторный набор последнего номера, Отложенный звонок  и Переключение вызова.</p>";"<p>Комплект беспроводной громкой связи NEON поддерживает функции Определитель номера, Голосовой набор, Повторный набор последнего номера, Отложенный звонок  и Переключение вызова. Переключение между функциями осуществляется при помощи многофункциональной клавиши, размещенной на лицевой панели. Версия BLUETOOTH: 2.0. Поддержка профилей: Наушники и Handsfree. Рабочее расстояние: 10 м (класс 2). Экран LCD отображает номер звонящего из 12 цифр. Шумоподавления и устранение эха.</p>";77-137.jpg;;;;
Большая;"Виброплита Сплитстоун VS-244";4333.55;2;vibroplita-splitstoun-vs-244;1;0;;;;851582847;10;"Виброплита Сплитстоун VS-244";;;"<p>Виброплита предназначена для уплотнения асфальтобетонной смеси, грунта, щебня, песка.</p>";"<p>Виброплита предназначена для уплотнения асфальтобетонной смеси, грунта, щебня, песка. Идеальна при ремонте дорог, благоустройстве территории, устройстве фундаментов и инженерных сетей. Производительность виброплиты, м2/час 140. Эксплуатационная масса: 90 кг.</p>";54-106.jpg;;;;
Большая;"Маятниковый лобзик с электроникой Metabo STEB 135";650.00;2;mayatnikovyj-lobzik-s-elektronikoj-metabo-steb-135;1;0;;;;1982777364;10;"Маятниковый лобзик с электроникой Metabo STEB 135";;;"<p>Энергичный распил в деревянной заготовке толщиной до 135 мм.</p>";"<p>Энергичный распил в деревянной заготовке толщиной до 135 мм. Легкая и быстрая замена пильного диска, низко расположенный опорный ролик пильного полотна, быстрая фиксация направляющей панели для наклонного распила. Оптимальное удобство обращения благодаря эргономичному дизайну, прорезиненная рукоятка-скоба, устройство воздуходува, обеспечивающее просматриваемость области резания.</p>";58-110.jpg;;;;
Большая;"Ручная циркулярная пила Metabo KS 54";411.45;2;ruchnaya-tsirkulyarnaya-pila-metabo-ks-54;1;0;;;;802375995;10;"Ручная циркулярная пила Metabo KS 54";;;"<p>Поворотный штуцер для подсоединения к внешней системе отсоса опилок. Корпус механизма привода, выполненный из алюминия методом литья под давлением.</p>";"<p>Поворотный штуцер для подсоединения к внешней системе отсоса опилок. Корпус механизма привода, выполненный из алюминия методом литья под давлением. Механизм изменения угла наклона пропила в пределах 0 - 45 градусов. Механический тормоз, защита от перегрузки. Новый тип более быстроходных тонких пильных дисков, хорошо видна линия резания, эргономический дизайн.</p>";63-114.jpg;;;;
Большая;"Сварочный генератор EUROPOWER EP-200X2";5349.50;2;svarochnyj-generator-europower-ep-200x2;1;0;;;;1854076646;10;"Сварочный генератор EUROPOWER EP-200X2";;;"<p>Сварочный генератор производится на базе четырехтактного бензинового двигателя с воздушным охлаждением HONDA GX390.</p>";"<p>Сварочный генератор производится на базе четырехтактного бензинового двигателя с воздушным охлаждением HONDA GX390. Предназначен для использования в качестве автономного источника питания и для ручной дуговой сварки постоянным током. Возможность работы в двух режимах - сварочного аппарата и электростанции. Максимальный сварочный ток: 200 A. Номинальный сварочный ток: 140 A. Мощность однофазного (230В) тока, кВт: 4. Диаметр электрода: до 4 мм (включительно). Расход: 2.7 л/ч. Объем бака: 6.5 л. Стартер: ручной. Уровень шума: 74 дБ.</p>";60-111.jpg;;;;
Большая;"Бензорез Stihl TS 700";3900.00;2;benzorez-stihl-ts-700;1;0;;;;818064629;10;"Бензорез Stihl TS 700";;;"<p>Ручной бензорез для пиления металла, бетона и асфальта.</p>";"<p>Ручной бензорез для пиления металла, бетона и асфальта. Мощность: 5 кВт. Трехступенчатая фильтрующая система. Система ElastoStart+ и антивибрационная система. Полуавтоматическое натяжение ремня.</p>";62-113.jpg;;;;
Большая;"Пылесос промышленный FA-SA DOMINO 78 inox";1701.05;2;pylesos-promyshlennyj-fa-sa-domino-78-inox;1;0;;;;1071158422;10;"Пылесос промышленный FA-SA DOMINO 78 inox";;;"<p>2 тихих двухстадийных двигателя (Domino), металлические профессиональные закрывающие замки</p>";"<p>2 тихих двухстадийных двигателя (Domino), металлические профессиональные закрывающие замки, поплавковый клапан, полностью снимаемая верхняя часть, защита от статического электричества, силовой кабель 7 м, легко снимается основа (во время очистки фильтра), всасывающая система с байпасным охлаждением, ударопрочная тележка устойчивая к воздействию химикатов и высоких температур.</p>";65-116.jpg;;;;
Большая;"Бетономешалка Power Tec BWE180/140";693.55;2;betonomeshalka-power-tec-bwe180140;1;0;;;;196049201;10;"Бетономешалка Power Tec BWE180/140";;;"<p>Бетономешалка с загрузкой и выгрузкой с обеих сторон. Выгрузка на высоте тележки. Ёмкость барабана: 180 л. Рабочая ёмкость: 140 л. Производительность: 1,1 м3/ч. Мощность двигателя: 0,55-0,75 кВт. Вес: 73 кг.</p>";"<p>Бетономешалка с загрузкой и выгрузкой с обеих сторон. Выгрузка на высоте тележки. Ёмкость барабана: 180 л. Рабочая ёмкость: 140 л. Производительность: 1,1 м3/ч. Мощность двигателя: 0,55-0,75 кВт. Вес: 73 кг.</p>";53-105.jpg;;;;
Большая;"Светильник на зеркало K-26 MARTA тюльпан";56.55;2;svetilnik-na-zerkalo-k-26-marta-tyulpan;1;0;;;;304794229;10;"Светильник на зеркало K-26 MARTA тюльпан";;;"<p>Цвет: хром 230V E14 Max 40WТорговая марка: MARTA Производство: Польша</p>";"<p>Цвет: хром 230V E14 Max 40WТорговая марка: MARTA Производство: Польша</p>";47-98.jpg;;;;
Большая;"Шезлонг Canadian Camper 68014";411.45;2;shezlong-canadian-camper-68014;1;0;;;;48202593;10;"Шезлонг Canadian Camper 68014";;;"<p>СС-68014 - одно из самых лучших кресел для отдыха за городом на лоне природы.</p><p>Регулируемые по высоте подушка-подголовник кресла и патентованная система наклона спинки, позволит подобрать наиболее удобное для вас положение.</p>";"<p>СС-68014 - одно из самых лучших кресел для отдыха за городом на лоне природы.</p><p>Регулируемые по высоте подушка-подголовник кресла и патентованная система наклона спинки, позволит подобрать наиболее удобное для вас положение.</p><p>Сетчатая структура стойкого к ультрафиолетовому излучению материал кресла – HD TEXTILENE - обеспечит максимальный комфорт даже в летнюю жару. Также этот материал почти не впитывает влагу и моментально сохнет.</p><p>Пластмас, из которого сделаны подлокотники кресла, не только придает «шарм» креслу, но и обеспечивает приятные тактильные ощущения. Прочный стальной каркас кресла выдерживает нагрузку до 120 кг.</p><p>Меняется положение при помощи тела человека , в подлокотниках есть два фиксатора для наиболее удобного принятия положения.</p><p>Транспортировочное положение , положение для хранения , минимум занимаемой площади</p>";49-101.jpg;;;;
Большая;"Печь для бани Термофор Калина";2665.00;2;pech-dlya-bani-termofor-kalina;1;0;;;;772590078;10;"Печь для бани Термофор Калина";;;"<p>Дровяная печь-камин премиум-класса. Большой светопрозрачный экран, расширяющийся топливный канал и широкий топливник позволяют комфортно обозревать пламя под разными углами зрения.</p>";"<p>Дровяная печь-камин премиум-класса. Большой светопрозрачный экран, расширяющийся топливный канал и широкий топливник позволяют комфортно обозревать пламя под разными углами зрения. Оригинальный лабиринтный газоход обеспечивает мощный скоростной нагрев парилки объемом до 24 кубических метров и качественный прогрев каменной закладки массой около 100 килограммов. Встроенный теплообменник позволяет нагревать воду в выносном баке, размещенном в смежном помещении.</p>";42-93.jpg;;;;
Большая;"Ходунки Chicco Dance 79091";300.95;2;hodunki-chicco-dance-79091;1;0;;;;1481473295;10;"Ходунки Chicco Dance 79091";;;"<p>Xодунки с огромным количеством световых и звуковых эффектов и подключением mp3-плеера.</p>";"<p>Xодунки с огромным количеством световых и звуковых эффектов и подключением mp3-плеера. Три звуковых режима: 5 веселых мелодий, 5 звуков инструментов, 5 звукоподражательных функций. Высокая спинка стульчика для поддержания спины ребенка в ровном состоянии. 6 фиксаторов, которые останавливают ходунки при столкновении с порогом. Сиденье имеет 3 положения высоты. Съемный чехол легко стирается. Размер: 79х66х47 см.</p>";"40-88.jpg, 40-89.jpg, 40-90.jpg, 40-91.jpg";;;;
